rt,labels
0.475283800000398,con
0.467130699999871,con
0.424503999999615,con
0.55412029999934,con
0.512022699999761,con
0.608997999999701,con
0.483303999999407,con
0.598446799999692,con
0.532341399999495,con
0.494482600000083,con
0.53983479999988,con
0.439539599999989,con
0.479743699999744,con
0.563216700000339,con
0.711601399999381,con
0.625575699999899,con
0.478987000000416,con
0.51283390000026,con
0.56218810000064,con
0.567676399999982,con
0.461745699999483,con
0.551308299999619,con
0.511006499999894,con
0.416630200000327,con
0.564343900000495,con
0.470186800000192,con
0.558798000000024,con
0.611732899999879,con
0.676981799999339,con
0.618211300000439,con
0.51660880000054,con
0.603543299999728,con
0.465539699999681,con
0.69938699999966,con
0.568561299999601,con
0.622350599999663,con
0.469910099999652,con
0.453104600000188,con
0.625182800000402,con
0.492477100000542,con
0.528303300000516,con
0.724439600000551,con
0.59233630000017,con
0.500178699999196,con
0.647219000000405,con
0.441189400000439,con
0.572909900000013,con
0.455954100000781,con
0.521950800000013,con
0.492621600000348,con
0.602814399999261,con
0.534673199999816,con
0.578547000000071,con
0.534600399999363,con
0.482291399999667,con
0.607981199999813,con
0.581772300000011,con
0.499232899999697,con
0.246145099999922,con
0.410472999999911,con
0.281256100000064,con
0.494475099999363,con
0.537513000000217,con
0.505589500000497,con
0.555223499999556,con
0.659132500000851,con
0.544471499999418,con
0.622979500000838,con
0.695948799999314,con
0.412186000000474,con
0.621794000000591,con
0.545128699999623,con
0.505225900000369,con
0.530607600000621,con
0.612474399999883,con
0.685920400000214,con
0.599862799999755,con
0.681985799999893,con
0.588137099999585,con
0.483126300000549,con
0.521493600000213,con
0.54886979999992,con
0.465014500000507,con
0.534833400000025,con
0.506697600000734,con
0.489591300000029,con
0.467157199999747,con
0.555162000000564,con
0.418514500000128,con
0.484354600000188,con
0.491927199999736,con
0.501622699999643,con
0.63954349999949,con
0.529522900000302,con
0.401192600000286,con
0.533423399999265,con
0.616814199999681,con
0.55102160000024,con
0.522311400000035,con
0.53462429999945,con
0.544366799999807,con
0.529596899999888,con
0.575561699999525,incon
0.537597300000016,incon
0.567331400000512,incon
0.63613709999936,incon
0.607905599999867,incon
0.583782699999574,incon
0.643540999999459,incon
0.501125100000536,incon
0.556424600000355,incon
0.636190899999747,incon
0.627117399999406,incon
0.714769299999716,incon
0.734346100000039,incon
0.502459700000145,incon
0.433559500000229,incon
0.688755500000298,incon
0.717146900000444,incon
0.636282500000561,incon
0.521976699999868,incon
0.621299100000215,incon
0.613702000000558,incon
0.613356800000474,incon
0.635160800000449,incon
0.583051000000523,incon
0.658434500000112,incon
0.592370100000153,incon
0.580859300000157,incon
0.649994999999763,incon
0.596694500000012,incon
0.506085900000471,incon
0.551891099999921,incon
0.603190300000279,incon
0.673082600000271,incon
0.570917000000009,incon
0.570685900000171,incon
0.688220400000318,incon
0.581974500000797,incon
0.567987500000527,incon
0.54552220000005,incon
0.601354500000525,incon
0.559087300000101,incon
0.534233600000334,incon
0.632148700000471,incon
0.551334799999495,incon
0.61312850000013,incon
0.629039200000079,incon
0.610987799999748,incon
0.608703800000512,incon
0.526176999999734,incon
0.575941899999634,incon
0.684513800000786,incon
0.533723599999576,incon
0.634637600000133,incon
0.623217100000147,incon
0.560707700000421,incon
0.519497500000398,incon
0.54715970000052,incon
0.564729299999271,incon
0.425186200000098,incon
0.636434400000326,incon
0.610345799999777,incon
0.628729199999725,incon
0.712167200000295,incon
0.63231580000047,incon
0.433415200000127,incon
0.388850299999831,incon
0.584341199999471,incon
0.638464999999997,incon
0.659728099999484,incon
0.645906699999614,incon
0.471380699999827,incon
0.639129099999991,incon
0.572661299999709,incon
0.608174200000576,incon
0.631607999999687,incon
0.609441499999775,incon
0.631794800000534,incon
0.581539000000703,incon
0.666754400000173,incon
0.684534199999689,incon
0.683481699999902,incon
0.635963100000481,incon
0.643632700000126,incon
0.597180300000218,incon
0.633079900000666,incon
0.711061100000734,incon
0.558515400000033,incon
0.5643713999998,incon
0.473451599999862,incon
0.665114800000083,incon
0.661191600000166,incon
0.519356799999514,incon
0.561642600000596,incon
0.634177500000078,incon
0.460557900000822,incon
0.573875400000361,incon
0.5369170999993,incon
0.634027099999912,incon
0.679539599999771,incon
0.721901699999762,incon
0.627742200000284,incon
0.53486459999931,incon
