rt,labels
0.367912599999727,con
0.412745899999209,con
0.465968299999986,con
0.483723700000155,con
0.43770350000068,con
0.37928759999977,con
0.483231100000012,con
0.481088699999418,con
0.500935099999879,con
0.4845693999996,con
0.434627300000102,con
0.473878899999363,con
0.541601899999478,con
0.355265199999849,con
0.42070319999948,con
0.502700099999856,con
0.443128700000671,con
0.425539099999696,con
0.414922500000102,con
0.442623500000082,con
0.454386800000066,con
0.422213700000611,con
0.43812650000018,con
0.65824160000011,con
0.488253399999849,con
0.413653900000099,con
0.501649899999393,con
0.581811900000503,con
0.496772800000144,con
0.392830500000855,con
0.450512100000196,con
0.468440099999498,con
0.429804499999591,con
0.419949799999813,con
0.411431999999877,con
0.411412599999494,con
0.447054499999467,con
0.441841099999692,con
0.516629099999591,con
0.619627500000206,con
0.482158499999969,con
0.503293200000371,con
0.403820900000028,con
0.62712829999964,con
0.524856199999704,con
0.688711100000546,con
0.380113399999573,con
0.470180400000572,con
0.415565199999946,con
0.483525700000428,con
0.457152200000564,con
0.546680000000379,con
0.498529200000121,con
0.492348300000231,con
0.423478599999726,con
0.545803599999999,con
0.50713689999975,con
0.494501000000128,con
0.500618899999608,con
0.446114200000011,con
0.501539699999739,con
0.679536099999495,con
0.402720399999453,con
0.458936199999698,con
0.492849499999465,con
0.486656500000208,con
0.42633509999996,con
0.551808199999869,con
0.456093099999634,con
0.513909399999648,con
0.504988200000298,con
0.394881700000042,con
0.662387800000033,con
0.497109300000375,con
0.315929399999732,con
0.334019200000512,con
0.449331499999971,con
0.346573100000569,con
0.462588299999879,con
0.459684399999787,con
0.559843199999705,con
0.624404000000141,con
0.39497879999999,con
0.425961699999789,con
0.472048199999335,con
0.400039600000127,con
0.485251200000675,con
0.397140200000649,con
0.444925499999954,con
0.468808800000261,con
0.423816800000168,con
0.486618199999612,con
0.488879599999564,con
0.577262300000257,con
0.444395200000145,con
0.395237099999576,con
0.412754500000119,con
0.437616500000331,incon
0.483419799999865,incon
0.439744899999823,incon
0.458476899999368,incon
0.402957099999185,incon
0.436307999999372,incon
0.498685500000647,incon
0.545670700000301,incon
0.369750699999713,incon
0.437489199999618,incon
0.55204649999996,incon
0.444267599999876,incon
0.485828099999708,incon
0.551418600000034,incon
0.524961000000076,incon
0.604762299999493,incon
0.504603499999575,incon
0.525669800000287,incon
0.511920199999622,incon
0.556077799999912,incon
0.443284799999674,incon
0.656884900000478,incon
0.557551000000785,incon
0.481379299999389,incon
0.688607800000682,incon
0.590866700000333,incon
0.706362799999624,incon
0.464285699999891,incon
0.46140749999995,incon
0.537612600000102,incon
0.587529899999936,incon
0.527026700000533,incon
0.504777199999808,incon
0.651048400000036,incon
0.547014499999932,incon
0.489110000000437,incon
0.438520499999868,incon
0.623532499999783,incon
0.621464800000467,incon
0.545386299999336,incon
0.551232200000413,incon
0.479210899999998,incon
0.484009499999956,incon
0.537868900000831,incon
0.504974100000254,incon
0.416573999999855,incon
0.560839599999781,incon
0.635693399999582,incon
0.456097299999783,incon
0.583319200000005,incon
0.479074299999411,incon
0.488776000000144,incon
0.404645500000697,incon
0.486480999999912,incon
0.614244900000813,incon
0.413881499999661,incon
0.635515400000259,incon
0.589114899999913,incon
0.586924899999758,incon
0.581997100000081,incon
0.515282200000001,incon
0.500353499999619,incon
0.517331500000182,incon
0.419356599999446,incon
0.413069799999903,incon
0.448873899999853,incon
0.576548600000024,incon
0.520539699999972,incon
0.43823969999994,incon
0.492065999999795,incon
0.531307100000049,incon
0.454613800000516,incon
0.466413099999954,incon
0.388178900000639,incon
0.576241400000072,incon
0.501982299999327,incon
0.405360100000507,incon
0.461411000000226,incon
0.463120600000366,incon
0.50819059999958,incon
0.422649099999944,incon
0.462364999999409,incon
0.435812499999884,incon
0.584545100000469,incon
0.476822499999798,incon
0.431200500000159,incon
0.541959799999859,incon
0.445690499999728,incon
0.527288500000395,incon
