rt,react,mt,mad,tot_dist,auc,labels
0.479988299999604,0.139979999999923,0.340008299999681,0.0207257688486093,0.361687344087553,0.000346176112691466,con
0.519940399999541,0.179954000001089,0.339986399998452,0.00971467514475518,0.356553211676,0.000798521197657314,con
0.570005400000809,0.189935000000332,0.380070400000477,0.0270608682346251,0.368278019211231,0.00107177760127617,con
0.470047599999816,0.109996699999101,0.360050900000715,0.0315077252934712,0.361161530164902,0.00183516885391439,con
0.49001429999953,0.140273399998478,0.349740900001052,0.0277831001018087,0.362005496306292,0.000163401765662813,con
0.640039399999296,0.240002599999571,0.400036799999725,0.0525509238219334,0.372070681918083,0.00466706263188238,con
0.430359300000418,0.0700732000004791,0.360286099999939,0.0305499573234641,0.363879917825922,0.000944101031006226,con
0.599970400000529,0.159952300000441,0.440018100000088,0.0377185897228262,0.358713789277044,0.000241923357493741,con
0.470203300001231,0.109959500001423,0.360243799999807,0.0481941696937389,0.361863318896661,0.00323703554753833,con
0.699969999999666,0.219919299999674,0.480050699999993,0.104405467521871,0.410397459295781,0.0186945598824786,con
0.639933599999495,0.159978400000909,0.479955199998585,0.0787221452312194,0.414667873932269,0.00530259748212471,con
0.530014400001164,0.200021099999503,0.329993300001661,0.0319187841084859,0.361529301393928,0.00162251975677272,con
0.450002200001109,0.0700223000003461,0.379979900000762,0.0257364284745368,0.361015367643162,0.00112967529783728,con
0.580014699999083,0.230011300000115,0.350003399998968,0.0110909485658903,0.363954565427899,7.51031356625703e-05,con
0.610060599999997,0.160000699999728,0.450059900000269,0.149825489377753,0.480526400361352,0.0258797961774121,con
0.499902399998973,0.139945400000215,0.359956999998758,0.0217389880630733,0.363686880107576,0.000271701121749607,con
0.590081699998336,0.220061099998929,0.370020599999407,0.0143206454629454,0.360930487950249,0.000873310525217897,con
0.610056299999997,0.210096200000407,0.399960099999589,0.0690614772432592,0.383478900859666,0.0105437346559696,con
0.719943899999635,0.259926299999279,0.460017600000356,0.065726525478866,0.385966528999142,0.0116431968451857,con
0.520038500000737,0.189999899999748,0.330038600000989,0.0155063395989604,0.359225754575355,0.00119810207419396,con
0.499994800000422,0.120203300000867,0.379791499999556,0.0246693773788977,0.36397041424304,1.27111011489784e-05,con
0.479961799999728,0.139963899999202,0.339997900000526,0.0181630763997478,0.365265704091564,0.00134893800976869,con
0.719762900000205,0.280079600001045,0.43968329999916,0.0797277451207598,0.388827272699545,0.0130185132803022,con
0.609992799998508,0.159994300000108,0.449998499998401,0.0919931420331847,0.407274977018652,0.0148004346099791,con
0.490034899999955,0.160545500000808,0.329489399999147,0.0279310094123629,0.354927707144913,1.73164709193005e-05,con
0.710045699999682,0.260088299999552,0.44995740000013,0.102767482293167,0.413784719322811,0.0177261022302192,con
0.558879899999738,0.208795900000041,0.350083999999697,0.0331041378846592,0.365683376118346,0.00147968619604541,con
0.670038399999612,0.170008099999905,0.500030299999707,0.139946611515505,0.46624523927577,0.0197339912903408,con
0.539972200000193,0.189957900000081,0.350014300000112,0.0698359877375107,0.37236332302134,0.00774406352755126,con
0.53038750000087,0.179939199999353,0.350448300001517,0.021265731132788,0.356640971083441,0.00249397625970405,con
0.609967599999436,0.279927999999927,0.330039599999509,0.0343902254077187,0.354871743093821,0.000353475594092641,con
0.669694399999571,0.249675600000046,0.420018799999525,0.0228324829598463,0.357838582874648,0.00246962092775022,con
0.659925599999042,0.159931700000016,0.499993899999026,0.154374682810307,0.48961527966117,0.0228701588151378,con
0.640163200001552,0.170023500000752,0.4701397000008,0.0959471667460147,0.417513118168845,0.0164408479464667,con
0.570015199999034,0.200032900000224,0.36998229999881,0.0346483966952479,0.357135433565906,0.000782801098282786,con
0.559944700000415,0.159943100001328,0.400001599999086,0.0306160708392633,0.363974972747078,0.00198653246388917,con
0.609983899999861,0.219931199999337,0.390052700000524,0.0136819006629652,0.363984126092908,0.000122560194314742,con
0.580014099999971,0.200079300000652,0.379934799999319,0.0162380697250886,0.35652678300954,0.000578069755006381,con
0.470470899999782,0.0798350999994,0.390635800000382,0.0154404156162654,0.355132067633465,0.00173248181423105,con
0.570281199999954,0.22005629999876,0.350224900001194,0.0152385424318981,0.364425270707732,0.000545349815334287,con
0.559995299998263,0.179985599999782,0.380009699998482,0.0303825753163908,0.363147867747218,0.00103840772246153,con
0.649573000000601,0.1795261999996,0.470046800001001,0.107200699296772,0.417866442454562,0.0176863865861247,con
0.690010599999368,0.260003100000176,0.430007499999192,0.0853574601442472,0.394307174454649,0.014848271749089,con
0.549950600001466,0.159954100001414,0.389996500000052,0.0190077403810099,0.355654142667676,0.00315756571640012,con
0.690044099999795,0.200227799999993,0.489816299999802,0.132516037336907,0.463268493021408,0.0197520494562489,con
0.610061700001097,0.190034999999625,0.420026700001472,0.0560897120781353,0.360982418775868,0,con
0.560107799999969,0.150197599999956,0.409910200000013,0.0190508819789604,0.360940380718375,0.00330275047059735,con
0.660073099999863,0.250030600000173,0.41004249999969,0.0231874135416909,0.355433933529271,0.000124047836522652,con
0.630026600001656,0.170057000001179,0.459969600000477,0.0836860426928298,0.399542721986467,0.0140063693229811,con
0.649978800000099,0.189972099999068,0.460006700001031,0.094845472587016,0.413269639438872,0.0162053124564252,con
0.650085100000069,0.250008900000466,0.400076199999603,0.0679032206929913,0.369590511927625,0.00695302063308057,con
0.610038599999825,0.279967100001159,0.330071499998667,0.0217756544970258,0.351628774150109,0.000846238731104975,con
0.489991099999315,0.139959799998906,0.35003130000041,0.0144459878942943,0.357613172797359,0.00108378274959496,con
0.81998719999865,0.379915899999105,0.440071299999545,0.10561576213799,0.442009339343078,0.0171577865264989,con
0.520032600001286,0.189945900001476,0.330086699999811,0.0333810809840287,0.361928686550356,0.00030870866322642,incon
0.719982600001458,0.249930400001176,0.470052200000282,0.109488016227691,0.426458047006406,0.0161096575058308,incon
0.509921899998517,0.139891299999363,0.370030599999154,0.0390883938080733,0.363339366592954,0.0041091140797443,incon
0.719910000001619,0.229867900001409,0.49004210000021,0.164417110917541,0.502359917211204,0.0241841273983119,incon
0.730007199999818,0.240009799999825,0.489997399999993,0.147976485935318,0.477995053941103,0.0237770423209883,incon
0.579982200000813,0.139946999999665,0.440035200001148,0.135249445286541,0.458949903042415,0.0195998767216357,incon
0.649992800001201,0.190026500000386,0.459966300000815,0.137210398122824,0.452338374732427,0.0237246111035214,incon
0.669961999999941,0.220023299998502,0.449938700001439,0.135794410858365,0.463694207220205,0.0211667471339429,incon
0.670030400000542,0.240059200001269,0.429971199999272,0.121848899619936,0.427108281700976,0.0195879756692334,incon
0.540053299999272,0.179981299999781,0.360071999999491,0.0415843027800214,0.356280294372952,1.08370291660858e-05,incon
0.670056699998895,0.230064199999106,0.439992499999789,0.120641768585027,0.427411542191671,0.0202918220397213,incon
0.530093400000624,0.14999700000044,0.380096400000184,0.063339337228286,0.385528242505764,0.00905844957301504,incon
