rt,labels
0.472061900000199,con
0.573294199999964,con
0.464699599999904,con
0.588206199999831,con
0.665618799999947,con
0.535601800000222,con
0.526928600000019,con
0.605024899999989,con
0.574277200000097,con
0.564151199999969,con
0.715667400000029,con
0.541610799999944,con
0.575159799999938,con
0.432142499999827,con
0.725612499999897,con
0.647820200000069,con
0.489641599999914,con
0.623495100000127,con
0.51709290000008,con
0.594106800000191,con
0.516485800000055,con
0.461447500000077,con
0.641038900000012,con
0.46248659999992,con
0.50978259999988,con
0.487623400000075,con
0.555465400000003,con
0.50722810000002,con
0.598650200000066,con
0.676430199999913,con
0.547966200000019,con
0.555834499999946,con
0.589478800000052,con
0.621196199999986,con
0.534943999999996,con
0.596121900000071,con
0.676743600000009,con
0.494057999999995,con
0.570093999999926,con
0.623315300000058,con
0.491917600000079,con
0.503143799999862,con
0.506965199999968,con
0.540933499999937,con
0.566456400000106,con
0.497998499999994,con
0.530043000000205,con
0.635884799999985,con
0.533752300000288,con
0.501368800000364,con
0.53931620000003,con
0.481362999999874,con
0.520177899999908,con
0.472552499999892,con
0.572134200000164,con
0.60577689999991,con
0.557537200000297,con
0.580908700000236,con
0.632785700000113,con
0.554974500000299,con
0.537097700000231,con
0.546821900000396,con
0.47177180000017,con
0.534115499999643,con
0.45783849999998,con
0.543844199999967,con
0.58554439999989,con
0.529353299999912,con
0.559340700000121,con
0.49650980000024,con
0.506656900000053,con
0.566413699999885,con
0.512371100000109,con
0.630831699999817,con
0.5179420999998,con
0.485374200000024,con
0.721841900000072,con
0.519189900000129,con
0.603232399999797,con
0.606702499999756,con
0.582390300000043,con
0.542220599999837,con
0.605831900000339,con
0.439399599999888,con
0.561055699999997,con
0.537142200000289,con
0.510786599999847,con
0.507904799999778,con
0.446074200000112,con
0.524074600000404,con
0.543814399999974,con
0.517976999999973,con
0.457751700000244,con
0.521161399999983,con
0.454793999999765,con
0.58045919999995,con
0.552722599999925,con
0.570658699999967,con
0.461940600000162,con
0.566465999999764,con
0.490396000000146,con
0.411706400000185,con
0.54774690000022,con
0.503689099999974,con
0.529561900000317,con
0.469456400000126,con
0.601030599999831,con
0.523119899999983,con
0.616752500000075,con
0.68218620000016,incon
0.587418500000013,incon
0.621179399999846,incon
0.46945390000019,incon
0.557008799999949,incon
0.7133259000002,incon
0.529045200000155,incon
0.628949200000079,incon
0.534784000000172,incon
0.593950899999982,incon
0.599594900000056,incon
0.57186999999999,incon
0.557559200000014,incon
0.575256000000081,incon
0.522354199999882,incon
0.600233499999831,incon
0.705841400000054,incon
0.736348000000135,incon
0.567380599999979,incon
0.672989199999847,incon
0.567006100000071,incon
0.552801099999897,incon
0.67639209999993,incon
0.70860330000005,incon
0.5100209000002,incon
0.509337599999981,incon
0.630803300000025,incon
0.511821800000007,incon
0.528076399999918,incon
0.487940399999843,incon
0.549928399999999,incon
0.621413500000017,incon
0.577157899999975,incon
0.645231100000046,incon
0.53940579999994,incon
0.594608300000118,incon
0.616740199999867,incon
0.6710779,incon
0.574542500000007,incon
0.558261700000003,incon
0.592592200000126,incon
0.536503699999912,incon
0.59960870000009,incon
0.555839799999831,incon
0.51188860000002,incon
0.555251399999861,incon
0.58554550000008,incon
0.571406500000194,incon
0.609008700000004,incon
0.562526100000014,incon
0.676179000000047,incon
0.556220199999871,incon
0.54407359999982,incon
0.591583299999911,incon
0.60158239999987,incon
0.554767900000115,incon
0.569108099999994,incon
0.616642000000184,incon
0.506470600000057,incon
0.537293599999884,incon
0.51108209999984,incon
0.56021910000004,incon
0.55038159999981,incon
0.645195000000058,incon
0.566851500000212,incon
0.5865217999999,incon
0.562756300000274,incon
0.496244399999796,incon
0.54587440000023,incon
0.502409100000023,incon
0.639611799999784,incon
0.677458600000136,incon
0.529109300000073,incon
0.588890799999717,incon
0.626772099999926,incon
0.666093400000136,incon
0.533593700000438,incon
0.506274100000155,incon
0.571270500000082,incon
0.627548099999785,incon
0.730923399999938,incon
0.570985400000154,incon
0.498645900000156,incon
0.583850399999847,incon
0.714248300000236,incon
0.519940900000165,incon
0.516567499999837,incon
0.647343799999817,incon
0.598925600000257,incon
0.690266699999938,incon
0.520554700000048,incon
0.618012599999929,incon
0.528063700000075,incon
0.429884700000002,incon
0.540985799999817,incon
0.603151100000105,incon
0.524446299999909,incon
0.705213600000206,incon
0.585355499999878,incon
0.536824600000273,incon
0.516314899999998,incon
0.595250800000031,incon
0.616225400000076,incon
0.716597399999955,incon
