rt,labels
0.363720000000285,con
0.673369099999945,con
0.409308400000555,con
0.50919199999953,con
0.256019200000082,con
0.401341199999479,con
0.594515399999182,con
0.530731800000467,con
0.535811499999909,con
0.637348799999927,con
0.686539000000266,con
0.434798899999805,con
0.436609100000169,con
0.598545300000296,con
0.434215699999186,con
0.562255499999992,con
0.624144299999898,con
0.49341639999966,con
0.729069299999537,con
0.50869049999983,con
0.540503000000172,con
0.556123300000763,con
0.622163400000318,con
0.419795400000112,con
0.469039600000542,con
0.436893500000224,con
0.606322100000398,con
0.389967300000535,con
0.361886900000172,con
0.501903899999888,con
0.475505600000361,con
0.475026599999183,con
0.533903900000041,con
0.540478800000528,con
0.543745500000114,con
0.449891199999911,con
0.453213200000391,con
0.346624699999666,con
0.5366597000002,con
0.399672100000316,con
0.469829499999832,con
0.493380300000354,con
0.479263299999729,con
0.490913900000123,con
0.576542100000552,con
0.50069590000021,con
0.580376999999316,con
0.417189800000415,con
0.549774300000536,con
0.473291600000266,con
0.539052600000105,con
0.491374799999903,con
0.35450259999925,con
0.511757700000089,con
0.520197900000312,con
0.431853900000533,con
0.421090199999526,con
0.441114000000198,con
0.346415199999683,con
0.612598299999263,con
0.576290499999232,con
0.692202700000053,con
0.435230199999751,con
0.503247000000556,con
0.44121879999966,con
0.625936299999921,con
0.494903400000112,con
0.540505400000256,con
0.388242800000626,con
0.556169200000113,con
0.443741699999919,con
0.395732100000714,con
0.5469092000003,con
0.473617499999818,con
0.490688599999885,con
0.592419900000095,con
0.472937900000034,con
0.472039499999482,con
0.489720999999918,con
0.509399799999301,con
0.639031400000022,con
0.399487099999533,con
0.403895399999783,con
0.52373710000029,con
0.37223350000022,incon
0.459626100000605,incon
0.361493999999766,incon
0.447623799999747,incon
0.4753682999999,incon
0.408596399999624,incon
0.4037014000005,incon
0.573309899999913,incon
0.470575000000281,incon
0.500411399999393,incon
0.712298400000691,incon
0.662402199999633,incon
0.583560199999738,incon
0.615757300000041,incon
0.67008960000021,incon
0.5183492999995,incon
0.571942599999602,incon
0.381293200000073,incon
0.462118100000225,incon
0.52261019999969,incon
0.503032300000086,incon
0.637931399999616,incon
0.49566330000016,incon
0.522470299999441,incon
0.600054200000159,incon
0.561596700000337,incon
0.53816900000038,incon
0.536964699999771,incon
0.643689399999857,incon
0.444945700000062,incon
0.470343500000126,incon
0.687225300000136,incon
0.607015699999465,incon
0.428138699999181,incon
0.5225989999999,incon
0.631541800000377,incon
0.575893799999903,incon
0.694375000000036,incon
0.594487400000617,incon
0.453728899999987,incon
0.513874700000088,incon
0.530703299999914,incon
0.428435200000422,incon
0.635707600000387,incon
0.612391100000423,incon
0.524937799999861,incon
0.384838099999797,incon
0.45127599999978,incon
0.699807699999837,incon
0.714909000000262,incon
0.557853799999975,incon
0.69761600000038,incon
0.480260700000144,incon
