rt,labels
0.43802659999983,con
0.477858899999774,con
0.474003500000435,con
0.461737399999947,con
0.479576100000486,con
0.47757619999993,con
0.459316499999659,con
0.499219500000436,con
0.526960900000631,con
0.578162399999201,con
0.498358599999847,con
0.443571200000406,con
0.540324600000531,con
0.477610299999469,con
0.529520900000534,con
0.4454240999994,con
0.508833799999593,con
0.488017699999546,con
0.504390999999487,con
0.456033800000114,con
0.632807300000422,con
0.514989400000559,con
0.476526399999784,con
0.634649900000113,con
0.486070400000244,con
0.546571199999562,con
0.492127600000458,con
0.525605100000575,con
0.494919499999924,con
0.551193399999647,con
0.604752100000042,con
0.590476600000329,con
0.564483399999517,con
0.516341599999578,con
0.571684100000311,con
0.544023200000083,con
0.503031299999748,con
0.572874599999523,con
0.502576200000476,con
0.632591699999466,con
0.516495699999723,con
0.502911600000516,con
0.555204399999639,con
0.520463599999857,con
0.426437900000565,con
0.492274500000349,con
0.435185799999999,con
0.657181999999921,con
0.648930800000016,con
0.431938400000035,con
0.542062900000019,con
0.588553999999931,con
0.606217599999582,con
0.491470099999788,con
0.447830800000702,con
0.545130800000152,con
0.616991900000357,con
0.531559299999572,con
0.544716100000187,con
0.619072200000119,con
0.546690000000126,con
0.489710400000149,con
0.553125400000681,con
0.514476600000307,con
0.588308700000198,con
0.511882199999491,con
0.533454800000072,con
0.633769000000029,con
0.608485900000233,con
0.522357200000442,con
0.625911899999664,con
0.603532500000256,con
0.452726599999551,con
0.538196099999368,con
0.511520099999871,con
0.555103900000177,con
0.476912999999513,con
0.528855399999884,con
0.482190499999888,con
0.454747599999791,con
0.501869400000032,con
0.656583599999976,con
0.566328900000372,con
0.452378399999361,con
0.515649699999813,con
0.602066399999785,con
0.485197799999696,con
0.49424799999997,con
0.517277799999647,con
0.533238999999412,con
0.530998599999293,con
0.523029199999655,con
0.554211899999245,con
0.564079499999934,con
0.514254299999266,con
0.557885199999873,con
0.54357600000003,con
0.443519299999934,con
0.505359100000533,con
0.4808852999995,con
0.546677300000738,con
0.494510399999854,con
0.506282299999839,con
0.493184300000394,con
0.538888699999916,incon
0.556911699999546,incon
0.662101299999449,incon
0.529923500000223,incon
0.530151299999488,incon
0.60542070000065,incon
0.538805000000139,incon
0.577822799999922,incon
0.555505899999844,incon
0.577682900000582,incon
0.462533700000677,incon
0.540413900000203,incon
0.537498900000173,incon
0.579370000000381,incon
0.635725600000114,incon
0.511502400000609,incon
0.572880799999439,incon
0.516908300000068,incon
0.50100139999995,incon
0.506739100000232,incon
0.613126100000045,incon
0.623166999999739,incon
0.537616399999933,incon
0.505370500000026,incon
0.594685600000048,incon
0.441964100000405,incon
0.644258199999967,incon
0.469544300000052,incon
0.513768300000265,incon
0.577118400000472,incon
0.598799000000326,incon
0.572714599999927,incon
0.520891699999993,incon
0.592281100000037,incon
0.545590499999889,incon
0.641892700000426,incon
0.616897799999606,incon
0.512164499999926,incon
0.496829100000468,incon
0.555936900000233,incon
0.486812400000417,incon
0.648930600000313,incon
0.712552399999367,incon
0.615363200000502,incon
0.594742700000097,incon
0.582190000000082,incon
0.609987900000306,incon
0.529294400000254,incon
0.559658899999704,incon
0.714971999999761,incon
0.630747100000008,incon
0.573091499999464,incon
0.566832500000601,incon
0.576768699999775,incon
0.708096700000169,incon
0.552039800000784,incon
0.510388899999271,incon
0.575814799999534,incon
0.613274700000147,incon
0.613483400000405,incon
0.521374800000558,incon
0.614577299999837,incon
0.565751099999943,incon
0.563656999999694,incon
0.52136739999969,incon
0.545630800000254,incon
0.668623800000205,incon
0.511105200000202,incon
0.544240100000025,incon
0.656382500000291,incon
0.632166500000494,incon
0.555725299999722,incon
0.611997899999551,incon
0.638084199999867,incon
0.521214899999904,incon
0.514978600000177,incon
0.5713123000005,incon
0.552699699999721,incon
0.51795839999977,incon
0.638390600000093,incon
0.563804499999605,incon
0.643108799999936,incon
0.630614900000182,incon
0.611228400000073,incon
0.538076300000284,incon
0.62632240000039,incon
0.610151899999437,incon
0.523920700000417,incon
0.62500529999943,incon
0.570853799999895,incon
0.547310099999777,incon
0.594213099999251,incon
0.600406999999905,incon
0.474198899999465,incon
0.531754399999954,incon
0.467561800000112,incon
0.487064699999792,incon
0.474593799999639,incon
0.589753400000518,incon
0.461542800000643,incon
0.572123900000406,incon
