Flavor,Comparison,Effect_Size_Diff,CI_Lower,CI_Upper,P_Value
noTrajNorm_noStandardization,mad_minus_x_std,0.608850939569945,0.118852608268222,1.31966082328027,0.0136
noTrajNorm_noStandardization,mad_minus_vel,0.100783403629193,-0.217785822069266,0.619840473199964,0.5834
noTrajNorm_noStandardization,tot_dist_minus_com,0.510127201661598,0.091840284217981,1.05981671645084,0.0164
noTrajNorm_noStandardization,auc_minus_com,0.276533352514781,-0.0986702332408587,0.747697516289344,0.1506
noTrajNorm_noStandardization,com_minus_max_vel,0.163716678759196,-0.172195757801211,0.479846825520132,0.3684
noTrajNorm_noStandardization,ra_minus_com,0.330722799388594,0.00687196871691861,0.682275205643538,0.046
noTrajNorm_noStandardization,kb_rt_minus_com,0.789242977392903,0.405536733693845,1.30392374009224,0
noTrajNorm_noStandardization,head_angle_minus_com,0.262514459694806,-0.0157086325922112,0.559172544523129,0.0634
noTrajNorm_noStandardization,iep_minus_com,0.329810182214687,0.0384671891085984,0.630299875578835,0.0272
noTrajNorm_noStandardization,traj_minus_com,0.33099801368167,0.0440579315238013,0.637429091409379,0.0244
noTrajNorm_noStandardization,com_minus_x_std,0.150056417295893,-0.15850845697213,0.490515899117882,0.353
noTrajNorm_noStandardization,vel_minus_com,0.358011118644859,0.105062590493791,0.628431840219968,0.009
noTrajNorm_noStandardization,tot_dist_minus_auc,0.233593849146818,0.0619709786745374,0.45990936690372,0.0086
noTrajNorm_noStandardization,tot_dist_minus_max_vel,0.673843880420795,0.249461213266615,1.23243300054085,0
noTrajNorm_noStandardization,tot_dist_minus_ra,0.179404402273004,-0.0573674496086191,0.511606332950701,0.1424
noTrajNorm_noStandardization,kb_rt_minus_tot_dist,0.279115775731304,-0.445394338282602,0.975328297800564,0.4024
noTrajNorm_noStandardization,tot_dist_minus_head_angle,0.247612741966792,0.00442820457995283,0.655503414565441,0.0446
noTrajNorm_noStandardization,tot_dist_minus_iep,0.180317019446911,-0.0202439297187454,0.53769408102927,0.0806
noTrajNorm_noStandardization,tot_dist_minus_traj,0.179129187979928,-0.0591290046772806,0.529915420388144,0.1356
